"2204121562";"12.04.22";"ОБЩЕСТВО С ОГРАНИЧЕННОЙ ОТВЕТСТВЕННОСТЬЮ ""БЕРГ ХОЛДИНГ""";"115093, г.Москва, пер.1-й Щипковский, дом № 1, этаж 3, пом. I, ком. 8, 9";"7723706908";"772745002";"ОП ООО «БЕРГ Холдинг»";"117623, Россия, ГОРОД МОСКВА,УЛИЦА МЕЛИТОПОЛЬСКАЯ 2-Я,ВЛАДЕНИЕ 4А,СТРОЕНИЕ 40";"";"1-ый Дорожный проезд д5 бокс 8";"Архипов Евгений Викторович";"";"";"";"Российский рубль";"643";"1";"МСК2204120289";"12 апреля 2022г."
"Насос водяной HONDA ACCORD COUPE 3.0 98-03 WPH-800";"796";"шт";"1";"5315.92";"5315.92";"Без акциза";"20";"1063.18";"6379.1";"410";"Корея, Республика";"10702070/201021/0339005";"AISIN";"WPH-800";"67797939";"4954514917407:1@BERG3172729:1";"";""
